"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
387,50,"RL",8410,"FR2","1Fam","1.5Sto",5,3,1910,1996,"Hip","TA","Fa","PConc","TA","TA","No","Unf",0,"Y",658,526,0,1184,1,0,5,1,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,5,2006,"Abnorml",81000
147,30,"RM",6120,"Corner","1Fam","1Story",5,7,1931,1993,"Gable","TA","TA","BrkTil","TA","TA","No","BLQ",209,"Y",875,0,0,875,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1931,"Unf",1,180,"Fa","TA",0,11,2009,"Normal",105000
749,20,"RL",10593,"Inside","1Fam","1Story",7,5,1996,1996,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",919,"Y",1720,0,0,1720,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1996,"Fin",2,527,"TA","TA",0,3,2010,"Normal",260400
904,20,"RL",14859,"CulDSac","1Fam","1Story",7,5,2006,2006,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1670,0,0,1670,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,690,"TA","TA",0,8,2006,"Abnorml",240000
85,80,"RL",8530,"Inside","1Fam","2.5Sto",7,5,1995,1996,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",804,670,0,1474,2,1,3,1,"TA",7,"Typ",1,"TA","Other",1995,"Fin",2,400,"TA","TA",0,5,2009,"Normal",168500
1038,60,"RL",9240,"Inside","1Fam","2Story",8,5,2001,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1055,1208,0,2263,2,1,3,1,"Gd",7,"Typ",1,"TA","Other",2001,"Fin",2,905,"TA","TA",0,9,2008,"Normal",287000
684,20,"RL",11248,"Corner","1Fam","1Story",9,5,2002,2002,"Hip","Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Y",1668,0,0,1668,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2002,"Fin",3,702,"TA","TA",0,7,2007,"Normal",285000
976,160,"FV",2651,"FR2","Twnhs","2Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",641,"Y",673,709,0,1382,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd",2000,"Unf",2,490,"TA","TA",0,4,2006,"Normal",165000
1333,20,"RL",8877,"Inside","1Fam","1Story",4,6,1938,1958,"Gable","TA","TA","CBlock","TA","TA","Mn","ALQ",690,"Y",816,0,0,816,1,0,2,1,"TA",3,"Typ",1,"Gd","Detchd",1958,"Unf",1,288,"Fa","Fa",0,5,2009,"Normal",100000
788,60,"RL",10142,"Inside","1Fam","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",656,"Y",956,1128,0,2084,2,1,4,1,"Gd",8,"Typ",0,NA,"Other",2004,"RFn",2,618,"TA","TA",0,1,2010,"Normal",233000
1171,80,"RL",9880,"Inside","1Fam","2.5Sto",6,6,1977,1977,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",522,"Y",1118,0,0,1118,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1977,"Fin",1,358,"TA","TA",576,7,2008,"Normal",171000
1200,20,"RL",11235,"Inside","1Fam","1Story",4,5,1963,1979,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",547,"Y",1382,0,0,1382,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1974,"Unf",2,459,"TA","TA",0,10,2006,"Normal",148000
155,30,"RM",11340,"Corner","1Fam","1Story",6,5,1923,1950,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1200,0,0,1200,1,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1923,"Unf",1,312,"Fa","Fa",0,3,2006,"Family",125000
575,80,"RL",10500,"FR2","1Fam","2.5Sto",5,7,1971,2005,"Hip","TA","TA","CBlock","TA","TA","Av","ALQ",349,"Y",576,533,0,1109,1,0,3,1,"TA",5,"Typ",0,NA,"Other",1971,"Unf",1,288,"TA","TA",0,12,2007,"Normal",139000
971,50,"RL",10800,"Inside","1Fam","1.5Sto",4,4,1949,1950,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",720,472,0,1192,1,1,4,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,12,2006,"Abnorml",135000
919,60,"RL",13125,"Corner","1Fam","2Story",7,5,1991,1991,"Gable","Gd","TA","PConc","Ex","TA","Mn","BLQ",48,"Y",912,1215,0,2127,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1991,"RFn",3,833,"TA","TA",0,11,2007,"Normal",238000
525,60,"RL",11787,"Inside","1Fam","2Story",7,5,1996,1997,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",719,"Y",1383,1015,0,2398,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1996,"Fin",3,834,"TA","TA",0,8,2007,"Normal",315750
503,20,"RL",9170,"Corner","1Fam","1Story",5,7,1965,1965,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",698,"Y",1214,0,0,1214,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1965,"Unf",2,461,"Fa","Fa",0,4,2007,"Normal",140000
1023,50,"RM",9439,"Inside","1Fam","1.5Sto",5,5,1930,1950,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",324,"Y",912,336,0,1248,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1957,"Unf",1,160,"Fa","Fa",0,3,2007,"Normal",87000
1207,20,"RH",8900,"Inside","1Fam","1Story",4,4,1966,1966,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",1056,"Y",1056,0,0,1056,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1966,"Unf",1,384,"TA","TA",0,11,2006,"Normal",107000
843,80,"RL",9020,"Inside","1Fam","2.5Sto",6,7,1966,1966,"Gable","TA","TA","CBlock","TA","TA","Gd","LwQ",312,"Y",1165,0,0,1165,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1966,"RFn",2,490,"Gd","Gd",0,5,2008,"Normal",174900
1098,120,"RL",3696,"Inside","TwnhsE","1Story",8,5,1986,1986,"Gable","Gd","TA","CBlock","Gd","TA","No","Unf",0,"Y",1088,0,0,1088,1,1,2,1,"Gd",5,"Typ",0,NA,"Attchd",1987,"RFn",2,461,"TA","TA",0,10,2007,"Normal",170000
1133,70,"RM",9900,"Inside","1Fam","2Story",6,4,1880,1950,"Gable","TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Y",1178,1032,0,2210,2,0,5,1,"Fa",8,"Typ",0,NA,"Detchd",1930,"Unf",1,205,"Fa","TA",0,5,2007,"Normal",117500
900,20,"RL",6993,"Inside","1Fam","1Story",5,7,1961,1994,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",465,"Y",1236,0,0,1236,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1961,"Unf",1,288,"TA","TA",0,6,2006,"Normal",135000
980,20,"RL",8816,"Corner","1Fam","1Story",5,6,1963,1963,"Gable","TA","TA","PConc","TA","TA","No","LwQ",651,"Y",1121,0,0,1121,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1963,"Unf",2,480,"TA","TA",0,6,2009,"Normal",139000
627,20,"RL",12342,"Inside","1Fam","1Story",5,5,1960,1978,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1422,0,0,1422,1,0,3,1,"TA",6,"Min",1,"TA","Attchd",1960,"RFn",1,286,"TA","TA",0,8,2007,"Normal",139900
475,120,"RL",5330,"Inside","TwnhsE","1Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",1196,"Y",1652,0,0,1652,2,0,2,1,"Ex",6,"Typ",0,NA,"Attchd",2000,"RFn",2,499,"TA","TA",0,8,2007,"Normal",251000
373,120,"RL",7175,"Inside","TwnhsE","1Story",6,5,1984,1984,"Gable","TA","TA","CBlock","Gd","TA","No","ALQ",623,"Y",752,0,0,752,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1984,"Unf",1,264,"TA","TA",0,2,2010,"Normal",125000
1177,20,"RL",6951,"CulDSac","1Fam","1Story",5,5,1984,1985,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",658,"Y",923,0,0,923,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1984,"Unf",1,264,"TA","TA",0,10,2008,"Normal",119500
476,20,"RL",8480,"Corner","1Fam","1Story",5,6,1963,1963,"Hip","TA","TA","CBlock","TA","TA","No","GLQ",630,"Y",970,0,0,970,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1996,"Unf",2,624,"TA","TA",0,7,2007,"Normal",132500
1372,80,"RL",9600,"Inside","1Fam","2.5Sto",6,6,1955,1996,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",831,"Y",1661,0,0,1661,1,0,3,1,"Gd",8,"Typ",1,"TA","Other",1955,"RFn",1,377,"TA","TA",0,10,2008,"Normal",165500
1391,20,"RL",9100,"Inside","1Fam","1Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",1400,"Y",1525,0,0,1525,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2000,"RFn",2,541,"TA","TA",0,9,2006,"Normal",235000
265,30,"RM",5232,"Inside","1Fam","1Story",5,5,1925,2004,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"N",764,0,0,764,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1965,"Unf",2,504,"TA","TA",0,6,2008,"Normal",73000
1107,20,"RL",10357,"Corner","1Fam","1Story",7,5,1990,1991,"Hip","Gd","TA","PConc","Gd","TA","Mn","GLQ",738,"Y",1442,0,0,1442,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1990,"Fin",2,719,"TA","TA",0,5,2007,"Normal",179900
370,20,"RL",9830,"Corner","1Fam","1Story",5,7,1959,2006,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",72,"Y",1287,0,0,1287,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1997,"Fin",2,576,"TA","TA",0,3,2010,"Normal",162000
893,20,"RL",8414,"Inside","1Fam","1Story",6,8,1963,2003,"Hip","TA","TA","CBlock","TA","TA","No","GLQ",663,"Y",1068,0,0,1068,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1963,"RFn",1,264,"TA","TA",0,2,2006,"Normal",154500
929,20,"RL",11838,"Inside","1Fam","1Story",8,5,2001,2001,"Hip","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",1788,0,0,1788,2,0,3,1,"Ex",7,"Typ",1,"TA","Attchd",2001,"RFn",2,522,"TA","TA",0,6,2009,"Normal",236500
1036,20,"RL",11500,"CulDSac","1Fam","1Story",4,3,1957,1957,"Gable","TA","Gd","BrkTil",NA,NA,NA,NA,0,"N",845,0,0,845,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",1,290,"TA","TA",0,1,2009,"Normal",84000
1213,30,"RL",9340,"Inside","1Fam","1Story",4,6,1941,1950,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",344,"Y",672,0,0,672,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1941,"Unf",1,234,"TA","TA",0,8,2009,"Normal",113000
682,50,"RH",4500,"Inside","1Fam","1.5Sto",5,5,1932,2000,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",182,"Y",848,672,0,1520,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1968,"Unf",1,281,"TA","TA",0,7,2009,"Abnorml",159434
491,160,"RM",2665,"Inside","TwnhsE","2Story",5,6,1976,1976,"Gable","TA","TA","PConc","Gd","TA","Mn","Unf",0,"Y",616,688,0,1304,1,1,3,1,"TA",4,"Typ",1,"Gd","Other",1976,"Fin",1,336,"TA","TA",0,6,2008,"Normal",115000
146,160,"RM",2522,"Inside","Twnhs","2Story",6,5,2004,2006,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",970,739,0,1709,2,0,3,1,"Gd",7,"Maj",0,NA,"Detchd",2004,"Unf",2,380,"TA","TA",0,4,2006,"Normal",130000
792,80,"RL",11333,"Corner","1Fam","2.5Sto",6,5,1976,1976,"Gable","TA","TA","PConc","Gd","TA","Av","ALQ",539,"Y",1062,0,0,1062,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd",1976,"RFn",2,539,"TA","TA",0,5,2007,"Normal",146800
816,20,"RL",12137,"CulDSac","1Fam","1Story",7,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1661,0,0,1661,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1998,"RFn",2,598,"TA","TA",0,5,2010,"Normal",224900
290,70,"RL",8730,"Inside","1Fam","2Story",6,7,1915,2003,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",698,698,0,1396,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",2003,"Unf",1,384,"TA","TA",0,7,2007,"Normal",153575
558,50,"C",11040,"Inside","1Fam","1.5Sto",4,6,1920,1950,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",637,"Y",897,439,0,1336,1,1,3,1,"TA",7,"Typ",0,NA,"Other",1994,"Unf",1,570,"TA","TA",0,9,2006,"Normal",108000
1018,120,"RL",5814,"CulDSac","TwnhsE","1Story",8,5,1984,1984,"Gable","Gd","TA","CBlock","Gd","TA","Av","GLQ",1036,"Y",1360,0,0,1360,1,0,1,1,"Gd",4,"Typ",1,"Ex","Attchd",1984,"RFn",2,565,"TA","TA",0,8,2009,"Abnorml",187500
1356,80,"RL",10192,"Inside","1Fam","2.5Sto",7,6,1968,1992,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1222,698,0,1920,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd",1968,"RFn",2,487,"TA","TA",0,9,2006,"Normal",170000
1426,20,"RL",10721,"Inside","1Fam","1Story",6,6,1959,1959,"Hip","Gd","TA","CBlock","TA","TA","No","Unf",0,"Y",1252,0,0,1252,1,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",1960,"Unf",2,528,"TA","TA",0,10,2008,"Normal",142000
204,120,"RM",4438,"Inside","TwnhsE","1Story",6,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Y",848,0,0,848,1,0,1,1,"Gd",3,"Typ",1,"Gd","Attchd",2004,"RFn",2,420,"TA","TA",0,1,2008,"Normal",149000
566,70,"RL",6858,"Corner","1Fam","2Story",6,4,1915,1950,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"N",841,806,0,1647,1,1,4,1,"Fa",6,"Typ",0,NA,"Detchd",1920,"Unf",1,216,"TA","TA",0,5,2010,"Normal",128000
1334,50,"RM",7200,"Corner","1Fam","1.5Sto",5,6,1938,1995,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",803,557,0,1360,1,1,2,1,"Gd",6,"Typ",0,NA,"Detchd",1951,"Unf",1,297,"TA","TA",0,7,2006,"Normal",125500
1412,50,"RL",9600,"Inside","1Fam","1.5Sto",6,8,1950,2005,"Gable","TA","Gd","CBlock","TA","TA","No","BLQ",120,"Y",1112,556,0,1668,1,1,3,1,"TA",6,"Min",0,NA,"Attchd",1950,"Unf",1,271,"TA","TA",0,9,2009,"Normal",140000
1393,85,"RL",7838,"Inside","1Fam","2.5Sto",5,5,1967,1967,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",769,"Y",900,0,0,900,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1967,"RFn",1,288,"TA","TA",0,12,2006,"Normal",123000
572,20,"RL",7332,"Inside","1Fam","1Story",6,6,1959,1959,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",414,"Y",864,0,0,864,1,0,2,1,"Gd",4,"Typ",0,NA,"Attchd",1959,"Unf",1,288,"TA","TA",0,10,2006,"Abnorml",120000
153,60,"RL",14803,"CulDSac","1Fam","2Story",6,5,1971,1971,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",416,"Y",1097,896,0,1993,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",1971,"RFn",2,495,"TA","TA",0,6,2006,"Normal",190000
1028,20,"RL",9520,"Inside","1Fam","1Story",8,5,2007,2008,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",1513,"Y",1646,0,0,1646,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,800,"TA","TA",0,4,2008,"Abnorml",293077
1357,20,"RL",9477,"Corner","1Fam","1Story",5,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",340,"Y",892,0,0,892,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1966,"RFn",1,264,"TA","TA",0,10,2008,"Normal",110000
38,20,"RL",8532,"Inside","1Fam","1Story",5,6,1954,1990,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",1213,"Y",1297,0,0,1297,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA",0,10,2009,"Normal",153000
1424,80,"RL",19690,"CulDSac","1Fam","2.5Sto",6,7,1966,1966,"Flat","Gd","Gd","CBlock","Gd","TA","Av","Unf",0,"Y",1575,626,0,2201,2,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1966,"Unf",2,432,"Gd","Gd",738,8,2006,"Abnorml",274970
613,60,"RL",11885,"Inside","1Fam","2Story",8,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",990,"Y",1299,573,0,1872,2,1,3,1,"Ex",7,"Typ",1,"TA","Other",2001,"RFn",2,531,"TA","TA",0,11,2009,"Normal",261500
201,20,"RM",8546,"Corner","1Fam","1Story",4,5,2003,2004,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1121,0,0,1121,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",2003,"RFn",2,440,"TA","TA",0,3,2010,"Normal",140000
449,50,"RM",8600,"Inside","1Fam","1.5Sto",6,6,1937,1950,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",780,596,0,1376,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1937,"Unf",1,198,"TA","TA",0,6,2006,"Normal",119500
1332,80,"RL",10780,"Inside","1Fam","2.5Sto",5,5,1976,1976,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",483,"Y",954,0,0,954,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1976,"Unf",2,576,"TA","TA",0,7,2006,"Normal",132500
157,20,"RL",7200,"Inside","1Fam","1Story",5,7,1950,1950,"Hip","TA","TA","CBlock",NA,NA,NA,NA,0,"Y",1040,0,0,1040,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",2,625,"TA","TA",0,6,2006,"Normal",109500
730,30,"RM",6240,"Inside","1Fam","1.5Sto",4,5,1925,1950,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",152,"Y",848,0,360,1208,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1962,"Unf",2,539,"TA","TA",0,1,2009,"Normal",103000
344,120,"RL",8849,"Inside","TwnhsE","1Story",9,5,2005,2005,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",28,"Y",1684,0,0,1684,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd",2005,"RFn",2,564,"TA","TA",0,7,2008,"Normal",266000
1110,20,"RL",11362,"Inside","1Fam","1Story",8,5,2004,2005,"Gable","Gd","TA","PConc","Ex","TA","Mn","GLQ",1039,"Y",1836,0,0,1836,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",3,862,"TA","TA",0,3,2009,"Normal",280000
17,20,"RL",11241,"CulDSac","1Fam","1Story",6,7,1970,1970,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",578,"Y",1004,0,0,1004,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1970,"Fin",2,480,"TA","TA",0,3,2010,"Normal",149000
1312,20,"RL",8814,"Inside","1Fam","1Story",7,5,2005,2007,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",925,"Y",1274,0,0,1274,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,508,"TA","TA",0,1,2007,"Abnorml",203000
180,30,"RM",8520,"Inside","1Fam","1Story",5,6,1923,2006,"Gable","Gd","TA","CBlock","TA","TA","No","Unf",0,"Y",968,0,0,968,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1935,"Unf",2,480,"Fa","TA",0,7,2007,"Normal",100000
1194,120,"RM",4500,"FR2","TwnhsE","1Story",6,5,1999,1999,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",883,"Y",1224,0,0,1224,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1999,"Fin",2,402,"TA","TA",0,6,2009,"Normal",165000
2,20,"RL",9600,"FR2","1Fam","1Story",6,8,1976,1976,"Gable","TA","TA","CBlock","Gd","TA","Gd","ALQ",978,"Y",1262,0,0,1262,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"RFn",2,460,"TA","TA",0,5,2007,"Normal",181500
1216,20,"RL",7094,"Inside","1Fam","1Story",5,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",180,"Y",894,0,0,894,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1966,"RFn",1,384,"TA","TA",0,5,2007,"Normal",125000
268,75,"RL",8400,"Inside","1Fam","2.5Sto",5,8,1939,1997,"Gable","TA","TA","PConc","TA","TA","No","LwQ",378,"Y",1052,720,420,2192,2,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA",0,7,2008,"Normal",179500
1291,80,"RL",14112,"Corner","1Fam","2.5Sto",5,7,1964,1964,"Hip","TA","TA","PConc","TA","TA","Av","GLQ",1014,"Y",1152,0,0,1152,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1964,"RFn",2,484,"TA","TA",0,4,2010,"Normal",180500
689,20,"RL",8089,"Inside","1Fam","1Story",8,6,2007,2007,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",945,"Y",1419,0,0,1419,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",2,567,"TA","TA",0,10,2007,"Abnorml",392000
1137,50,"RL",9600,"Inside","1Fam","1.5Sto",6,5,1950,1950,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",280,"Y",1032,220,0,1252,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1950,"Unf",1,288,"TA","TA",0,4,2008,"Abnorml",119000
686,160,"RL",5062,"CulDSac","TwnhsE","2Story",7,5,1984,1984,"Gable","Gd","TA","CBlock","Gd","TA","Mn","GLQ",828,"Y",1190,900,0,2090,2,0,3,1,"Gd",6,"Min",1,"TA","Attchd",1984,"Fin",2,577,"TA","TA",0,9,2007,"Normal",207500
988,20,"RL",10159,"Inside","1Fam","1Story",9,5,2009,2010,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1646,"Y",1940,0,0,1940,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2010,"Fin",3,606,"TA","TA",0,4,2010,"Abnorml",395192
254,80,"RL",9350,"Inside","1Fam","2.5Sto",6,7,1964,1991,"Hip","TA","TA","CBlock","Gd","TA","Gd","LwQ",270,"Y",1302,0,0,1302,2,0,3,1,"Gd",7,"Min",0,NA,"Attchd",1964,"RFn",1,309,"TA","TA",0,10,2007,"Normal",158000
584,75,"RM",13500,"Inside","1Fam","2.5Sto",10,9,1893,2000,"Gable","Ex","Ex","BrkTil","TA","TA","No","Unf",0,"Y",1521,1254,0,2775,3,1,3,1,"Gd",9,"Typ",1,"Gd","Detchd",1988,"Unf",2,880,"Gd","TA",0,7,2008,"Normal",325000
819,80,"RL",8816,"Inside","1Fam","2.5Sto",6,7,1971,1971,"Gable","TA","TA","CBlock","TA","TA","Av","GLQ",504,"Y",1052,0,0,1052,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1971,"Unf",2,440,"TA","TA",0,6,2010,"Normal",155000
112,80,"RL",7750,"Inside","1Fam","2.5Sto",7,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",250,"Y",774,656,0,1430,2,1,3,1,"TA",7,"Typ",1,"TA","Other",2000,"Fin",2,400,"TA","TA",0,4,2010,"Normal",180000
639,30,"RL",8777,"Inside","1Fam","1Story",5,7,1910,1950,"Gable","TA","TA","CBlock","Fa","TA","No","Unf",0,"Y",796,0,0,796,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,0,5,2008,"Normal",85000
1199,20,"RL",9100,"Inside","1Fam","1Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1212,0,0,1212,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2001,"RFn",2,573,"TA","TA",0,6,2009,"Normal",178000
1045,20,"RL",9600,"Inside","1Fam","1Story",8,5,1981,1981,"Hip","Gd","TA","PConc","Gd","TA","No","ALQ",1104,"Y",2524,0,0,2524,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1981,"Fin",2,542,"TA","TA",0,7,2009,"Normal",278000
1227,60,"RL",14598,"CulDSac","1Fam","2Story",6,5,2007,2007,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",894,1039,0,1933,2,1,4,1,"Gd",9,"Typ",1,"Gd","Other",2007,"Fin",3,668,"TA","TA",0,1,2008,"Normal",214000
544,120,"RH",4058,"Inside","TwnhsE","2.5Sto",7,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA","Av","GLQ",584,"Y",767,0,0,767,1,0,1,1,"TA",4,"Typ",0,NA,"Attchd",1998,"Fin",1,367,"TA","TA",0,6,2007,"Normal",133000
1195,60,"RL",9364,"Corner","1Fam","2Story",6,7,1969,1969,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",371,"Y",663,689,0,1352,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd",1969,"Fin",1,299,"TA","TA",0,3,2010,"Normal",158000
669,20,"RL",14175,"Corner","1Fam","1Story",5,6,1956,1987,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",988,"Y",1437,0,0,1437,1,1,3,1,"TA",6,"Min",1,"TA","Detchd",1999,"Unf",2,576,"TA","TA",0,11,2006,"Normal",168000
956,90,"RH",7136,"Inside","Duplex","2Story",6,6,1946,1950,"Gable","TA","TA","CBlock","Gd","TA","No","LwQ",484,"N",979,979,0,1958,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",1946,"Unf",2,492,"TA","TA",0,8,2007,"Normal",145000
1309,20,"RM",12000,"Inside","1Fam","1Story",5,7,1948,2005,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",144,"Y",1122,0,0,1122,1,0,2,1,"Gd",6,"Typ",0,NA,"Attchd",1948,"Unf",2,528,"TA","TA",0,5,2008,"Normal",147000
